State,State Code,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
New Jersey,NJ,04/20/2019,"10,737",04/13/2019,"84,194","3,986,641",2.11
New Jersey,NJ,04/27/2019,"13,778",04/20/2019,"85,786","3,986,641",2.15
New Jersey,NJ,05/04/2019,"7,539",04/27/2019,"89,666","3,986,641",2.25
New Jersey,NJ,05/11/2019,"7,672",05/04/2019,"78,725","3,986,579",1.97
New Jersey,NJ,05/18/2019,"7,054",05/11/2019,"76,577","3,986,579",1.92
New Jersey,NJ,05/25/2019,"7,928",05/18/2019,"75,820","3,986,579",1.90
New Jersey,NJ,06/01/2019,"6,230",05/25/2019,"75,880","3,986,579",1.90
New Jersey,NJ,06/08/2019,"8,217",06/01/2019,"76,710","3,986,579",1.92
New Jersey,NJ,06/15/2019,"8,064",06/08/2019,"75,278","3,986,579",1.89
New Jersey,NJ,06/22/2019,"13,644",06/15/2019,"75,852","3,986,579",1.90
New Jersey,NJ,06/29/2019,"18,558",06/22/2019,"80,090","3,986,579",2.01
New Jersey,NJ,07/06/2019,"12,612",06/29/2019,"87,044","3,986,579",2.18
New Jersey,NJ,07/13/2019,"8,910",07/06/2019,"98,783","3,995,886",2.47
New Jersey,NJ,07/20/2019,"8,070",07/13/2019,"97,560","3,995,886",2.44
New Jersey,NJ,07/27/2019,"7,265",07/20/2019,"96,801","3,995,886",2.42
New Jersey,NJ,08/03/2019,"8,205",07/27/2019,"95,886","3,995,886",2.40
New Jersey,NJ,08/10/2019,"8,224",08/03/2019,"95,093","3,995,886",2.38
New Jersey,NJ,08/17/2019,"7,541",08/10/2019,"94,922","3,995,886",2.38
New Jersey,NJ,08/24/2019,"7,746",08/17/2019,"95,509","3,995,886",2.39
New Jersey,NJ,08/31/2019,"7,103",08/24/2019,"94,789","3,995,886",2.37
New Jersey,NJ,09/07/2019,"6,658",08/31/2019,"92,978","3,995,886",2.33
New Jersey,NJ,09/14/2019,"7,455",09/07/2019,"83,934","3,995,886",2.10
New Jersey,NJ,09/21/2019,"6,718",09/14/2019,"73,417","3,995,886",1.84
New Jersey,NJ,09/28/2019,"6,699",09/21/2019,"72,053","3,995,886",1.80
New Jersey,NJ,10/05/2019,"7,721",09/28/2019,"71,660","3,995,886",1.79
New Jersey,NJ,10/12/2019,"7,706",10/05/2019,"71,529","3,995,886",1.79
New Jersey,NJ,10/19/2019,"7,482",10/12/2019,"71,216","4,007,202",1.78
New Jersey,NJ,10/26/2019,"7,990",10/19/2019,"72,947","4,007,202",1.82
New Jersey,NJ,11/02/2019,"7,550",10/26/2019,"72,909","4,007,202",1.82
New Jersey,NJ,11/09/2019,"12,747",11/02/2019,"75,018","4,007,202",1.87
New Jersey,NJ,11/16/2019,"8,978",11/09/2019,"78,801","4,007,202",1.97
New Jersey,NJ,11/23/2019,"9,523",11/16/2019,"79,682","4,007,202",1.99
New Jersey,NJ,11/30/2019,"9,149",11/23/2019,"78,017","4,007,202",1.95
New Jersey,NJ,12/07/2019,"12,463",11/30/2019,"87,903","4,007,202",2.19
New Jersey,NJ,12/14/2019,"10,806",12/07/2019,"85,764","4,007,202",2.14
New Jersey,NJ,12/21/2019,"13,001",12/14/2019,"89,206","4,007,202",2.23
New Jersey,NJ,12/28/2019,"22,855",12/21/2019,"89,248","4,007,202",2.23
New Jersey,NJ,01/04/2020,"15,325",12/28/2019,"111,335","4,007,202",2.78
New Jersey,NJ,01/11/2020,"13,469",01/04/2020,"120,461","4,015,146",3.00
New Jersey,NJ,01/18/2020,"10,728",01/11/2020,"108,425","4,015,146",2.70
New Jersey,NJ,01/25/2020,"9,325",01/18/2020,"107,082","4,015,146",2.67
New Jersey,NJ,02/01/2020,"8,304",01/25/2020,"110,022","4,015,146",2.74
New Jersey,NJ,02/08/2020,"9,288",02/01/2020,"109,931","4,015,146",2.74
New Jersey,NJ,02/15/2020,"8,550",02/08/2020,"110,016","4,015,146",2.74
New Jersey,NJ,02/22/2020,"8,396",02/15/2020,"109,265","4,015,146",2.72
New Jersey,NJ,02/29/2020,"7,773",02/22/2020,"110,902","4,015,146",2.76
New Jersey,NJ,03/07/2020,"7,996",02/29/2020,"107,646","4,015,146",2.68
New Jersey,NJ,03/14/2020,"9,467",03/07/2020,"104,283","4,015,146",2.60
New Jersey,NJ,03/21/2020,"115,815",03/14/2020,"105,840","4,015,146",2.64
New Jersey,NJ,03/28/2020,"206,253",03/21/2020,"156,181","4,015,146",3.89
New Jersey,NJ,04/04/2020,"214,836",03/28/2020,"276,119","4,015,146",6.88
New Jersey,NJ,04/11/2020,"141,420",04/04/2020,"429,388","4,025,826",10.67
New Jersey,NJ,04/18/2020,"140,139",04/11/2020,"556,005","4,025,826",13.81
New Jersey,NJ,04/25/2020,"71,966",04/18/2020,"621,753","4,025,826",15.44
New Jersey,NJ,05/02/2020,"88,326",04/25/2020,"642,651","4,025,826",15.96
New Jersey,NJ,05/09/2020,"69,689",05/02/2020,"715,433","4,025,826",17.77
New Jersey,NJ,05/16/2020,"42,365",05/09/2020,"601,770","4,025,826",14.95
New Jersey,NJ,05/23/2020,"34,410",05/16/2020,"586,532","4,025,826",14.57
New Jersey,NJ,05/30/2020,"26,752",05/23/2020,"547,913","4,025,826",13.61
New Jersey,NJ,06/06/2020,"23,166",05/30/2020,"559,057","4,025,826",13.89
New Jersey,NJ,06/13/2020,"26,438",06/06/2020,"538,269","4,025,826",13.37
New Jersey,NJ,06/20/2020,"33,027",06/13/2020,"528,173","4,025,826",13.12
New Jersey,NJ,06/27/2020,"27,992",06/20/2020,"519,167","4,025,826",12.90
New Jersey,NJ,07/04/2020,"47,402",06/27/2020,"491,778","4,025,826",12.22
New Jersey,NJ,07/11/2020,"38,825",07/04/2020,"491,296","4,034,480",12.18
New Jersey,NJ,07/18/2020,"25,932",07/11/2020,"476,539","4,034,480",11.81
New Jersey,NJ,07/25/2020,"28,073",07/18/2020,"485,809","4,034,480",12.04
New Jersey,NJ,08/01/2020,"16,584",07/25/2020,"467,370","4,034,480",11.58
New Jersey,NJ,08/08/2020,"13,837",08/01/2020,"426,519","4,034,480",10.57
New Jersey,NJ,08/15/2020,"25,417",08/08/2020,"420,062","4,034,480",10.41
New Mexico,NM,01/05/2019,"1,085",12/29/2018,"10,067","783,527",1.28
New Mexico,NM,01/12/2019,"1,664",01/05/2019,"10,191","786,155",1.30
New Mexico,NM,01/19/2019,"1,335",01/12/2019,"10,096","786,155",1.28
New Mexico,NM,01/26/2019,897,01/19/2019,"10,227","786,155",1.30
New Mexico,NM,02/02/2019,870,01/26/2019,"10,337","786,155",1.31
New Mexico,NM,02/09/2019,819,02/02/2019,"10,226","786,155",1.30
New Mexico,NM,02/16/2019,732,02/09/2019,"10,009","786,155",1.27
New Mexico,NM,02/23/2019,676,02/16/2019,"10,011","786,155",1.27
New Mexico,NM,03/02/2019,628,02/23/2019,"10,033","786,155",1.28
New Mexico,NM,03/09/2019,682,03/02/2019,"9,851","786,155",1.25
New Mexico,NM,03/16/2019,677,03/09/2019,"9,622","786,155",1.22
New Mexico,NM,03/23/2019,837,03/16/2019,"9,540","786,155",1.21
New Mexico,NM,03/30/2019,831,03/23/2019,"9,539","786,155",1.21
New Mexico,NM,04/06/2019,874,03/30/2019,"9,393","786,155",1.19
New Mexico,NM,04/13/2019,815,04/06/2019,"9,146","789,407",1.16
New Mexico,NM,04/20/2019,687,04/13/2019,"8,908","789,407",1.13
New Mexico,NM,04/27/2019,717,04/20/2019,"8,919","789,407",1.13
New Mexico,NM,05/04/2019,693,04/27/2019,"8,903","789,407",1.13
New Mexico,NM,05/11/2019,613,05/04/2019,"8,740","789,407",1.11
New Mexico,NM,05/18/2019,784,05/11/2019,"8,292","789,407",1.05
New Mexico,NM,05/25/2019,"1,031",05/18/2019,"8,256","789,407",1.05
New Mexico,NM,06/01/2019,"1,235",05/25/2019,"8,436","789,407",1.07
New Mexico,NM,06/08/2019,995,06/01/2019,"8,982","789,407",1.14
New Mexico,NM,06/15/2019,786,06/08/2019,"8,911","789,407",1.13
New Mexico,NM,06/22/2019,746,06/15/2019,"9,060","789,407",1.15
New Mexico,NM,06/29/2019,671,06/22/2019,"8,946","789,407",1.13
New Mexico,NM,07/06/2019,686,06/29/2019,"8,683","789,407",1.10
New Mexico,NM,07/13/2019,823,07/06/2019,"8,839","793,201",1.11
New Mexico,NM,07/20/2019,631,07/13/2019,"8,303","793,201",1.05
New Mexico,NM,07/27/2019,634,07/20/2019,"8,832","793,201",1.11
New Mexico,NM,08/03/2019,746,07/27/2019,"8,657","793,201",1.09
New Mexico,NM,08/10/2019,687,08/03/2019,"8,614","793,201",1.09
New Mexico,NM,08/17/2019,681,08/10/2019,"8,238","793,201",1.04
New Mexico,NM,08/24/2019,668,08/17/2019,"7,750","793,201",0.98
New Mexico,NM,08/31/2019,652,08/24/2019,"7,512","793,201",0.95
New Mexico,NM,09/07/2019,680,08/31/2019,"7,332","793,201",0.92
New Mexico,NM,09/14/2019,723,09/07/2019,"7,466","793,201",0.94
New Mexico,NM,09/21/2019,681,09/14/2019,"7,356","793,201",0.93
New Mexico,NM,09/28/2019,699,09/21/2019,"7,455","793,201",0.94
New Mexico,NM,10/05/2019,948,09/28/2019,"7,398","793,201",0.93
New Mexico,NM,10/12/2019,825,10/05/2019,"7,606","796,105",0.96
New Mexico,NM,10/19/2019,843,10/12/2019,"7,581","796,105",0.95
New Mexico,NM,10/26/2019,933,10/19/2019,"7,724","796,105",0.97
New Mexico,NM,11/02/2019,928,10/26/2019,"7,977","796,105",1.00
New Mexico,NM,11/09/2019,"1,008",11/02/2019,"8,205","796,105",1.03
New Mexico,NM,11/16/2019,882,11/09/2019,"8,449","796,105",1.06
New Mexico,NM,11/23/2019,928,11/16/2019,"8,653","796,105",1.09
New Mexico,NM,11/30/2019,811,11/23/2019,"8,736","796,105",1.10
New Mexico,NM,12/07/2019,"1,041",11/30/2019,"9,270","796,105",1.16
New Mexico,NM,12/14/2019,939,12/07/2019,"9,115","796,105",1.14
New Mexico,NM,12/21/2019,986,12/14/2019,"9,271","796,105",1.16
New Mexico,NM,12/28/2019,"1,135",12/21/2019,"9,232","796,105",1.16
New Mexico,NM,01/04/2020,799,12/28/2019,"10,140","796,105",1.27
New Mexico,NM,01/11/2020,"1,194",01/04/2020,"10,310","799,085",1.29
New Mexico,NM,01/18/2020,947,01/11/2020,"9,920","799,085",1.24
New Mexico,NM,01/25/2020,764,01/18/2020,"10,137","799,085",1.27
New Mexico,NM,02/01/2020,784,01/25/2020,"10,066","799,085",1.26
New Mexico,NM,02/08/2020,873,02/01/2020,"9,965","799,085",1.25
New Mexico,NM,02/15/2020,725,02/08/2020,"9,987","799,085",1.25
New Mexico,NM,02/22/2020,737,02/15/2020,"10,051","799,085",1.26
New Mexico,NM,02/29/2020,681,02/22/2020,"10,039","799,085",1.26
New Mexico,NM,03/07/2020,690,02/29/2020,"9,845","799,085",1.23
New Mexico,NM,03/14/2020,869,03/07/2020,"9,566","799,085",1.20
New Mexico,NM,03/21/2020,"18,105",03/14/2020,"9,288","799,085",1.16
New Mexico,NM,03/28/2020,"27,849",03/21/2020,"20,087","799,085",2.51
New Mexico,NM,04/04/2020,"26,132",03/28/2020,"44,829","799,085",5.61
New Mexico,NM,04/11/2020,"19,043",04/04/2020,"62,686","802,978",7.81
New Mexico,NM,04/18/2020,"13,621",04/11/2020,"80,986","802,978",10.09
New Mexico,NM,04/25/2020,"12,093",04/18/2020,"94,149","802,978",11.72
New Mexico,NM,05/02/2020,"13,675",04/25/2020,"96,157","802,978",11.98
New Mexico,NM,05/09/2020,"8,024",05/02/2020,"101,132","802,978",12.59
New Mexico,NM,05/16/2020,"7,356",05/09/2020,"103,949","802,978",12.95
New Mexico,NM,05/23/2020,"7,058",05/16/2020,"108,714","802,978",13.54
New Mexico,NM,05/30/2020,"6,672",05/23/2020,"105,755","802,978",13.17
New Mexico,NM,06/06/2020,"5,290",05/30/2020,"104,019","802,978",12.95
New Mexico,NM,06/13/2020,"5,111",06/06/2020,"102,087","802,978",12.71
New Mexico,NM,06/20/2020,"4,945",06/13/2020,"100,348","802,978",12.50
New Mexico,NM,06/27/2020,"5,083",06/20/2020,"95,903","802,978",11.94
New Mexico,NM,07/04/2020,"5,666",06/27/2020,"96,390","802,978",12.00
New Mexico,NM,07/11/2020,"6,381",07/04/2020,"92,108","806,473",11.42
New Mexico,NM,07/18/2020,"7,668",07/11/2020,"97,940","806,473",12.14
New Mexico,NM,07/25/2020,"7,254",07/18/2020,"97,432","806,473",12.08
New Mexico,NM,08/01/2020,"5,797",07/25/2020,"99,358","806,473",12.32
New Mexico,NM,08/08/2020,"5,541",08/01/2020,"93,826","806,473",11.63
New Mexico,NM,08/15/2020,"5,029",08/08/2020,"93,252","806,473",11.56
Nevada,NV,01/05/2019,"2,450",12/29/2018,"21,591","1,318,120",1.64
Nevada,NV,01/12/2019,"2,975",01/05/2019,"20,257","1,328,365",1.52
Nevada,NV,01/19/2019,"2,716",01/12/2019,"20,106","1,328,365",1.51
Nevada,NV,01/26/2019,"2,319",01/19/2019,"20,470","1,328,365",1.54
Nevada,NV,02/02/2019,"2,461",01/26/2019,"20,368","1,328,365",1.53
Nevada,NV,02/09/2019,"2,403",02/02/2019,"20,301","1,328,365",1.53
Nevada,NV,02/16/2019,"2,525",02/09/2019,"20,397","1,328,365",1.54
Nevada,NV,02/23/2019,"2,130",02/16/2019,"20,591","1,328,365",1.55
Nevada,NV,03/02/2019,"2,146",02/23/2019,"20,177","1,328,365",1.52
Nevada,NV,03/09/2019,"2,229",03/02/2019,"20,132","1,328,365",1.52
Nevada,NV,03/16/2019,"2,288",03/09/2019,"19,588","1,328,365",1.47
Nevada,NV,03/23/2019,"2,115",03/16/2019,"19,152","1,328,365",1.44
Nevada,NV,03/30/2019,"2,013",03/23/2019,"18,779","1,328,365",1.41
Nevada,NV,04/06/2019,"2,008",03/30/2019,"18,298","1,328,365",1.38
Nevada,NV,04/13/2019,"2,196",04/06/2019,"17,451","1,339,717",1.30
Nevada,NV,04/20/2019,"2,660",04/13/2019,"17,599","1,339,717",1.31
Nevada,NV,04/27/2019,"2,276",04/20/2019,"18,529","1,339,717",1.38
Nevada,NV,05/04/2019,"2,163",04/27/2019,"18,001","1,339,717",1.34
Nevada,NV,05/11/2019,"2,091",05/04/2019,"17,317","1,339,717",1.29
Nevada,NV,05/18/2019,"1,981",05/11/2019,"17,520","1,339,717",1.31
Nevada,NV,05/25/2019,"2,142",05/18/2019,"17,044","1,339,717",1.27
Nevada,NV,06/01/2019,"2,355",05/25/2019,"17,177","1,339,717",1.28
Nevada,NV,06/08/2019,"2,114",06/01/2019,"17,419","1,339,717",1.30
Nevada,NV,06/15/2019,"2,514",06/08/2019,"17,047","1,339,717",1.27
Nevada,NV,06/22/2019,"2,402",06/15/2019,"17,595","1,339,717",1.31
Nevada,NV,06/29/2019,"2,130",06/22/2019,"17,798","1,339,717",1.33
Nevada,NV,07/06/2019,"2,359",06/29/2019,"17,630","1,339,717",1.32
Nevada,NV,07/13/2019,"2,483",07/06/2019,"18,814","1,351,670",1.39
Nevada,NV,07/20/2019,"2,021",07/13/2019,"17,909","1,351,670",1.32
Nevada,NV,07/27/2019,"1,904",07/20/2019,"17,707","1,351,670",1.31
Nevada,NV,08/03/2019,"2,129",07/27/2019,"17,475","1,351,670",1.29
Nevada,NV,08/10/2019,"2,214",08/03/2019,"17,617","1,351,670",1.30
Nevada,NV,08/17/2019,"2,087",08/10/2019,"17,108","1,351,670",1.27
Nevada,NV,08/24/2019,"2,252",08/17/2019,"16,878","1,351,670",1.25
Nevada,NV,08/31/2019,"2,438",08/24/2019,"17,388","1,351,670",1.29
Nevada,NV,09/07/2019,"2,045",08/31/2019,"17,346","1,351,670",1.28
Nevada,NV,09/14/2019,"2,055",09/07/2019,"16,914","1,351,670",1.25
Nevada,NV,09/21/2019,"1,887",09/14/2019,"16,327","1,351,670",1.21
Nevada,NV,09/28/2019,"1,799",09/21/2019,"15,872","1,351,670",1.17
Nevada,NV,10/05/2019,"2,351",09/28/2019,"15,863","1,351,670",1.17
Nevada,NV,10/12/2019,"2,450",10/05/2019,"16,280","1,362,256",1.20
Nevada,NV,10/19/2019,"2,085",10/12/2019,"16,617","1,362,256",1.22
Nevada,NV,10/26/2019,"1,897",10/19/2019,"15,743","1,362,256",1.16
Nevada,NV,11/02/2019,"2,170",10/26/2019,"16,035","1,362,256",1.18
Nevada,NV,11/09/2019,"2,521",11/02/2019,"16,014","1,362,256",1.18
Nevada,NV,11/16/2019,"2,418",11/09/2019,"16,225","1,362,256",1.19
Nevada,NV,11/23/2019,"2,572",11/16/2019,"16,915","1,362,256",1.24
Nevada,NV,11/30/2019,"2,566",11/23/2019,"17,321","1,362,256",1.27
Nevada,NV,12/07/2019,"3,141",11/30/2019,"19,086","1,362,256",1.40
Nevada,NV,12/14/2019,"2,655",12/07/2019,"18,343","1,362,256",1.35
Nevada,NV,12/21/2019,"2,573",12/14/2019,"18,971","1,362,256",1.39
Nevada,NV,12/28/2019,"2,544",12/21/2019,"19,193","1,362,256",1.41
Nevada,NV,01/04/2020,"2,264",12/28/2019,"20,801","1,362,256",1.53
Nevada,NV,01/11/2020,"2,792",01/04/2020,"19,823","1,371,969",1.44
Nevada,NV,01/18/2020,"2,451",01/11/2020,"19,328","1,371,969",1.41
Nevada,NV,01/25/2020,"2,101",01/18/2020,"19,025","1,371,969",1.39
Nevada,NV,02/01/2020,"2,286",01/25/2020,"19,177","1,371,969",1.40
Nevada,NV,02/08/2020,"2,794",02/01/2020,"19,225","1,371,969",1.40
Nevada,NV,02/15/2020,"2,543",02/08/2020,"19,585","1,371,969",1.43
Nevada,NV,02/22/2020,"2,052",02/15/2020,"19,472","1,371,969",1.42
Nevada,NV,02/29/2020,"2,324",02/22/2020,"20,044","1,371,969",1.46
Nevada,NV,03/07/2020,"2,309",02/29/2020,"19,850","1,371,969",1.45
Nevada,NV,03/14/2020,"6,356",03/07/2020,"19,475","1,371,969",1.42
Nevada,NV,03/21/2020,"92,298",03/14/2020,"19,822","1,371,969",1.44
Nevada,NV,03/28/2020,"71,942",03/21/2020,"58,798","1,371,969",4.29
Nevada,NV,04/04/2020,"79,285",03/28/2020,"131,121","1,371,969",9.56
Nevada,NV,04/11/2020,"58,641",04/04/2020,"189,007","1,379,654",13.70
Nevada,NV,04/18/2020,"39,496",04/11/2020,"231,618","1,379,654",16.79
Nevada,NV,04/25/2020,"42,541",04/18/2020,"274,850","1,379,654",19.92
Nevada,NV,05/02/2020,"28,550",04/25/2020,"303,573","1,379,654",22.00
Nevada,NV,05/09/2020,"21,635",05/02/2020,"324,444","1,379,654",23.52
Nevada,NV,05/16/2020,"17,837",05/09/2020,"369,041","1,379,654",26.75
Nevada,NV,05/23/2020,"15,607",05/16/2020,"343,030","1,379,654",24.86
Nevada,NV,05/30/2020,"11,337",05/23/2020,"335,043","1,379,654",24.28
Nevada,NV,06/06/2020,"10,748",05/30/2020,"334,182","1,379,654",24.22
Nevada,NV,06/13/2020,"10,620",06/06/2020,"312,009","1,379,654",22.62
Nevada,NV,06/20/2020,"10,347",06/13/2020,"294,649","1,379,654",21.36
Nevada,NV,06/27/2020,"11,110",06/20/2020,"286,943","1,379,654",20.80
Nevada,NV,07/04/2020,"12,484",06/27/2020,"287,968","1,379,654",20.87
Nevada,NV,07/11/2020,"14,666",07/04/2020,"295,994","1,388,109",21.32
Nevada,NV,07/18/2020,"15,548",07/11/2020,"306,077","1,388,109",22.05
Nevada,NV,07/25/2020,"18,390",07/18/2020,"346,138","1,388,109",24.94
Nevada,NV,08/01/2020,"13,727",07/25/2020,"327,954","1,388,109",23.63
Nevada,NV,08/08/2020,"17,755",08/01/2020,"335,968","1,388,109",24.20
Nevada,NV,08/15/2020,"10,938",08/08/2020,"240,346","1,388,109",17.31
New York,NY,01/05/2019,"45,065",12/29/2018,"179,871","9,196,527",1.96
New York,NY,01/12/2019,"21,667",01/05/2019,"172,779","9,238,028",1.87
New York,NY,01/19/2019,"16,585",01/12/2019,"162,688","9,238,028",1.76
New York,NY,01/26/2019,"14,615",01/19/2019,"161,589","9,238,028",1.75
New York,NY,02/02/2019,"18,295",01/26/2019,"164,866","9,238,028",1.78
New York,NY,02/09/2019,"17,414",02/02/2019,"165,703","9,238,028",1.79
New York,NY,02/16/2019,"13,619",02/09/2019,"161,687","9,238,028",1.75
New York,NY,02/23/2019,"14,038",02/16/2019,"160,513","9,238,028",1.74
New York,NY,03/02/2019,"30,291",02/23/2019,"179,076","9,238,028",1.94
New York,NY,03/09/2019,"13,794",03/02/2019,"158,729","9,238,028",1.72
New York,NY,03/16/2019,"12,915",03/09/2019,"156,976","9,238,028",1.70
New York,NY,03/23/2019,"12,684",03/16/2019,"152,162","9,238,028",1.65
New York,NY,03/30/2019,"13,009",03/23/2019,"148,017","9,238,028",1.60
New York,NY,04/06/2019,"12,603",03/30/2019,"140,011","9,238,028",1.52
New York,NY,04/13/2019,"12,131",04/06/2019,"132,624","9,277,188",1.43
New York,NY,04/20/2019,"12,048",04/13/2019,"126,256","9,277,188",1.36
New York,NY,04/27/2019,"18,580",04/20/2019,"127,605","9,277,188",1.38
New York,NY,05/04/2019,"27,945",04/27/2019,"137,475","9,277,188",1.48
New York,NY,05/11/2019,"12,551",05/04/2019,"116,125","9,277,188",1.25
New York,NY,05/18/2019,"11,874",05/11/2019,"113,042","9,277,188",1.22
New York,NY,05/25/2019,"12,749",05/18/2019,"111,749","9,277,188",1.20
New York,NY,06/01/2019,"13,151",05/25/2019,"112,515","9,277,188",1.21
New York,NY,06/08/2019,"13,991",06/01/2019,"114,145","9,277,188",1.23
New York,NY,06/15/2019,"12,287",06/08/2019,"112,845","9,277,188",1.22
New York,NY,06/22/2019,"11,783",06/15/2019,"112,721","9,277,188",1.22
New York,NY,06/29/2019,"14,376",06/22/2019,"113,999","9,277,188",1.23
New York,NY,07/06/2019,"25,279",06/29/2019,"123,808","9,277,188",1.33
New York,NY,07/13/2019,"25,416",07/06/2019,"142,051","9,315,134",1.52
New York,NY,07/20/2019,"11,845",07/13/2019,"134,096","9,315,134",1.44
New York,NY,07/27/2019,"11,660",07/20/2019,"132,473","9,315,134",1.42
New York,NY,08/03/2019,"11,545",07/27/2019,"131,904","9,315,134",1.42
New York,NY,08/10/2019,"12,153",08/03/2019,"131,332","9,315,134",1.41
New York,NY,08/17/2019,"12,088",08/10/2019,"131,210","9,315,134",1.41
New York,NY,08/24/2019,"16,540",08/17/2019,"134,289","9,315,134",1.44
New York,NY,08/31/2019,"15,116",08/24/2019,"136,816","9,315,134",1.47
New York,NY,09/07/2019,"11,569",08/31/2019,"132,355","9,315,134",1.42
New York,NY,09/14/2019,"12,617",09/07/2019,"118,808","9,315,134",1.28
New York,NY,09/21/2019,"10,840",09/14/2019,"104,676","9,315,134",1.12
New York,NY,09/28/2019,"10,893",09/21/2019,"103,396","9,315,134",1.11
New York,NY,10/05/2019,"11,894",09/28/2019,"103,069","9,315,134",1.11
New York,NY,10/12/2019,"15,041",10/05/2019,"106,343","9,351,620",1.14
New York,NY,10/19/2019,"12,110",10/12/2019,"105,927","9,351,620",1.13
New York,NY,10/26/2019,"13,085",10/19/2019,"107,489","9,351,620",1.15
New York,NY,11/02/2019,"12,996",10/26/2019,"108,769","9,351,620",1.16
New York,NY,11/09/2019,"15,717",11/02/2019,"112,245","9,351,620",1.20
New York,NY,11/16/2019,"15,999",11/09/2019,"116,355","9,351,620",1.24
New York,NY,11/23/2019,"18,992",11/16/2019,"123,920","9,351,620",1.33
New York,NY,11/30/2019,"13,521",11/23/2019,"122,801","9,351,620",1.31
New York,NY,12/07/2019,"24,396",11/30/2019,"139,319","9,351,620",1.49
New York,NY,12/14/2019,"18,108",12/07/2019,"136,601","9,351,620",1.46
New York,NY,12/21/2019,"16,062",12/14/2019,"138,720","9,351,620",1.48
New York,NY,12/28/2019,"18,384",12/21/2019,"141,563","9,351,620",1.51
New York,NY,01/04/2020,"44,846",12/28/2019,"181,668","9,351,620",1.94
New York,NY,01/11/2020,"23,314",01/04/2020,"184,283","9,380,736",1.96
New York,NY,01/18/2020,"17,823",01/11/2020,"164,588","9,380,736",1.75
New York,NY,01/25/2020,"15,022",01/18/2020,"164,044","9,380,736",1.75
New York,NY,02/01/2020,"16,545",01/25/2020,"165,715","9,380,736",1.77
New York,NY,02/08/2020,"15,010",02/01/2020,"163,393","9,380,736",1.74
New York,NY,02/15/2020,"14,333",02/08/2020,"164,111","9,380,736",1.75
New York,NY,02/22/2020,"14,144",02/15/2020,"163,220","9,380,736",1.74
New York,NY,02/29/2020,"31,208",02/22/2020,"182,691","9,380,736",1.95
New York,NY,03/07/2020,"14,035",02/29/2020,"161,892","9,380,736",1.73
New York,NY,03/14/2020,"14,272",03/07/2020,"158,268","9,380,736",1.69
New York,NY,03/21/2020,"79,999",03/14/2020,"167,214","9,380,736",1.78
New York,NY,03/28/2020,"366,595",03/21/2020,"314,710","9,380,736",3.35
New York,NY,04/04/2020,"344,451",03/28/2020,"712,544","9,380,736",7.60
New York,NY,04/11/2020,"394,701",04/04/2020,"1,121,191","9,408,510",11.92
New York,NY,04/18/2020,"205,184",04/11/2020,"1,354,496","9,408,510",14.40
